"id","trial","trial_index","abstract","treatment","treatment_string","general_topic","abstract_title","abstract_text","stimulus","decision1_resp","decision1_rt","for_resp","for_resp_factor","for_rt","decision2_resp","decision2_rt","rethink_resp","rethink_rt","read1_rt","read2_rt","study_duration_minutes"
16,15,90,1,1,"conservative","Terrorism in Italy","Aldo Moro kidnapping conducted by left-wing terrorists","This paper revisits the 1978 kidnapping and murder of Aldo Moro, the former prime minister and then-president of the Democrazia Cristiana party, an event orchestrated by the communist terror organization Brigate Rosse. The paper demonstrates how this event highlighted the dangers posed by domestic left-wing terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat left-wing extremism and terror in Italy.","text/1b.html_decision1",89,2015,5,6,1318,79,2204,0,983,49512,NA,29.1092333333333
73,11,66,1,1,"conservative","Terrorism in Italy","Aldo Moro kidnapping conducted by left-wing terrorists","This paper revisits the 1978 kidnapping and murder of Aldo Moro, the former prime minister and then-president of the Democrazia Cristiana party, an event orchestrated by the communist terror organization Brigate Rosse. The paper demonstrates how this event highlighted the dangers posed by domestic left-wing terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat left-wing extremism and terror in Italy.","text/1b.html_decision1",52,3558,3,4,1752,51,2776,0,931,15089,NA,12.8285666666667
27,8,52,1,1,"conservative","Terrorism in Italy","Aldo Moro kidnapping conducted by left-wing terrorists","This paper revisits the 1978 kidnapping and murder of Aldo Moro, the former prime minister and then-president of the Democrazia Cristiana party, an event orchestrated by the communist terror organization Brigate Rosse. The paper demonstrates how this event highlighted the dangers posed by domestic left-wing terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat left-wing extremism and terror in Italy.","text/1b.html_decision1",66,3065,4,5,2615,59,3399,0,1429,222681,NA,47.0249
42,5,32,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",39,11170,2,3,5861,39,3279,1,1741,30467,47141,26.4454166666667
61,8,47,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",39,3671,2,3,3155,50,5574,0,1551,4789,NA,8.6141
49,13,80,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",100,2576,6,7,2663,100,2288,0,1710,19579,NA,24.3197
34,16,109,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",39,3232,4,5,2082,39,3098,1,932,2260,1196,23.3266333333333
37,1,5,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",69,19942,2,3,6953,69,3272,1,4147,18106,5068,15.4192833333333
5,12,72,1,1,"conservative","Terrorism in Italy","Aldo Moro kidnapping conducted by left-wing terrorists","This paper revisits the 1978 kidnapping and murder of Aldo Moro, the former prime minister and then-president of the Democrazia Cristiana party, an event orchestrated by the communist terror organization Brigate Rosse. The paper demonstrates how this event highlighted the dangers posed by domestic left-wing terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat left-wing extremism and terror in Italy.","text/1b.html_decision1",64,7114,4,5,1918,59,1767,0,1127,22527,NA,16.3190333333333
56,1,5,1,1,"conservative","Terrorism in Italy","Aldo Moro kidnapping conducted by left-wing terrorists","This paper revisits the 1978 kidnapping and murder of Aldo Moro, the former prime minister and then-president of the Democrazia Cristiana party, an event orchestrated by the communist terror organization Brigate Rosse. The paper demonstrates how this event highlighted the dangers posed by domestic left-wing terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat left-wing extremism and terror in Italy.","text/1b.html_decision1",0,10985,0,1,7572,0,18072,0,39280,31246,NA,34.92985
62,8,54,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",59,3539,4,5,4662,56,2337,1,909,17277,841,14.1099666666667
13,7,42,1,-1,"progressive","Terrorism in Italy","Strage di Bologna conducted by right-wing terrorists","This paper revisits the 1980 Strage di Bologna, a bombing at Bologna Central Station that resulted in 85 deaths and over 200 injuries, an event orchestrated by the neofascist terror organization Nuclei Armati Rivoluzionari. The paper demonstrates how this event highlighted the dangers posed by domestic neofascist terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat right-wing extremism and terror in Italy.","text/1a.html_decision1",59,2134,4,5,1745,59,2492,0,1356,26299,NA,17.9572666666667
59,5,30,1,1,"conservative","Terrorism in Italy","Aldo Moro kidnapping conducted by left-wing terrorists","This paper revisits the 1978 kidnapping and murder of Aldo Moro, the former prime minister and then-president of the Democrazia Cristiana party, an event orchestrated by the communist terror organization Brigate Rosse. The paper demonstrates how this event highlighted the dangers posed by domestic left-wing terrorist groups and their impact on Italian society. By analyzing legal and parliamentary documents, this paper traces a genealogy of legal and political reforms to combat left-wing extremism and terror in Italy.","text/1b.html_decision1",51,2665,4,5,4071,50,3328,0,1246,27708,NA,17.6490666666667
